Case ID,PR_Link,Conversation_Link,Outcome_Class,Context,Specificity,Verification,Rationale,PQS ,PR_Size,Log_PR_Size,Has_Code,Adopt_Any,Fraction_Adopted,Status,Exp_Author_Repo,Time_To_Event,PR_Language,Merged_By_Author,Closed_By_Author,Closed_By_Author_new,Case_ID,PQS,Repository,PR_Number,Merged,Closed,Generated_Code,Adopted_Code,Resolved,Close_Event,Merge_Event
NE-27,https://github.com/ubiquity/ubiquibot/pull/608,https://chat.openai.com/share/8a97e9da-a8ce-45e9-8bf0-9bdd5b45f643,NE,1.0,1.0,1.0,"Context was scored 1 because the prompt provides partial context by mentioning about technology like gnosis chaingurl search params, commands like /query. Specificity (1): The goal is clear (score similarity between 0 and 10), but lacks constraints such as required output format, structured justification, or reasoning steps. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. It can be checked whether the paragraph's similarity to the target paragraph is assigned a similarity score between 0 and 10 (the provided criteria.)",3,194.0,5.272999559,0.0,,,merged,0.0,16.0,TypeScript,,0.0,0.0,NE-27,3,ubiquity/ubiquibot,608,1,0,0,0,1,0,1
NE-28,https://github.com/vigneshp25/VigneshAngularProject/pull/3,https://chat.openai.com/share/b8e6d988-f7ac-4bec-8b0c-1ce030538582,NE,1.0,0.0,1.0,"Context was scored 1 because the prompt provides partial context by mentioning about tailwind, css and autoprefixer but does not include code snippets, files or anything concrete It does not define a concrete goal beyond a yes/no informational query, nor does it specify scope, constraints, required output format, or implementation context (S=0). Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked to see whether tailwind uses post css and autoprefixer.",2,524.0,6.263398263,0.0,,,merged,2.0,1.0,JSON,,0.0,,NE-28,2,vigneshp25/VigneshAngularProject,3,1,0,0,0,1,0,1
NE-29,https://github.com/gradle/gradle/pull/26792,https://chat.openai.com/share/2901f5fc-81a4-4c6c-a3d3-604e19e1b90f,NE,0.0,1.0,0.0,"Context was scored 0 because the prompt asks a general question inquiring about english grammar i.e describing the ""un-"" prefix used in English. No code snippet, function, symbol or file path The prompt has a clear goal—choosing the correct naming convention—but it contains no constraints, scope boundaries, or expected output format. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. It's a conceptual query on how to describe the ""un-"" prefix used in English, such as in ""unnatural"" or ""unwarranted",1,1141.0,7.04053639,0.0,,,merged,515.0,13.0,Java,,0.0,0.0,NE-29,1,gradle/gradle,26792,1,0,0,0,1,0,1
NE-30,https://github.com/BitBoxSwiss/bitbox-wallet-app/pull/2415,https://chat.openai.com/share/4c3f44d9-5a73-4605-abfe-a1e5daf5e21c,NE,2.0,1.0,1.0,"Context was scored 2 because the prompt mentions about mac, brew and also provides file paths like arch -x86_64 /bin/bash -c ""$(curl -fsSL https://raw.githubusercontent.com/Homebrew/install/master/install.sh. This provides clear locus and concrete evidence. Specificity (1): The user clearly asks for the location of the Homebrew binary under different installation methods, but does not specify constraints or structured output requirements. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. The location of the brew binary can be checked on mac M1.",4,17.0,2.890371758,0.0,,,merged,106.0,4.0,Markdown,,0.0,1.0,NE-30,4,BitBoxSwiss/bitbox-wallet-app,2415,1,0,0,0,1,0,1
NE-31,https://github.com/TeamCodeStream/codestream/pull/1638,https://chat.openai.com/share/04814a64-5872-4665-a427-2b672e2a7297,NE,2.0,1.0,1.0,"Context was scored 2 because the prompt mentions about NRQL and provides code snippets.This provides clear locus and concrete evidence. Specificity (1): The question asks for differences between several New Relic metrics, which is a clear goal, but it does not establish constraints, desired format, or boundaries. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. It can be checked to verify the different measurements for hello_world in the NRQL query results and what they represent from the New Relic",4,,,0.0,,,,,,,,,,NE-31,4,TeamCodeStream/codestream,1638,0,0,0,0,0,0,0
NE-32,https://github.com/chatwoot/chatwoot/pull/8231,https://chat.openai.com/share/4ebcdaf3-79aa-495d-b25b-c53ac7197eed,NE,2.0,1.0,0.0,"Context was scored 2 because the prompt mentions rails programming language , redis db and provides exact redis configuration excerpt code in rails. This provides clear locus and concrete evidence. Specificity (1): The user asks a clear question—what is the default Redis db value—but provides no constraints, structured output requirements, or reasoning instructions. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",3,3.0,1.386294361,0.0,,,merged,0.0,188.0,Ruby,,0.0,0.0,NE-32,3,chatwoot/chatwoot,8231,1,0,0,0,1,0,1
NE-33,https://github.com/polywrap/evo.ninja/pull/167,https://chat.openai.com/share/fe121cf1-d304-4aad-a223-151ae99ec458,NE,1.0,0.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about typescript without code snippets or fucntions. The request does not specify a goal, scope, constraints, or expected output format, so Specificity is 0. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. It's a conceptual query on whether to use an I prefix for interface names in TypeScript",1,742.0,6.610696045,0.0,,,merged,0.0,2.0,TypeScript,,0.0,0.0,NE-33,1,polywrap/evo.ninja,167,1,0,0,0,1,0,1
NE-34,https://github.com/ggerganov/llama.cpp/pull/1807,https://chat.openai.com/share/4b3feffc-438c-492f-80ef-a26a7b026550,NE,2.0,1.0,0.0,"Context was scored 2 because the prompt provides sample code snippets with functions , structures and code symbols.This provides clear locus and concrete evidence. Specificity (1): The question (“can you compare the two and find anything wrong”) establishes a clear intent but lacks constraints, required depth, expected output structure, or reasoning instructions. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",3,598.0,6.395261598,0.0,,,merged,0.0,1.0,C++,,0.0,1.0,NE-34,3,ggerganov/llama.cpp,1807,1,0,0,0,1,0,1
NE-35,https://github.com/hvdv99/DataBridge/pull/10,https://chat.openai.com/share/57672d31-0455-4403-b124-2d36631cd1d2,NE,,,,,0,762.0,6.637258031,0.0,,,merged,1.0,9.0,Python,,0.0,,NE-35,0,hvdv99/DataBridge,10,1,0,0,0,1,0,1
NE-36,https://github.com/zauberzeug/nicegui/pull/2272,https://chat.openai.com/share/266efdfa-5002-4670-abc5-e9941e437cf0,NE,2.0,0.0,0.0,"Context was scored 2 because the prompt mentions about python-socketio and also provides code sample i.e await sio.emit. This provides clear locus and concrete evidence. The prompt does not specify any goal, scope, or constraints for code generation or debugging (S=0). Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. It's a conceptual query on await sio.emit(...)"" call be taking time",2,227.0,5.429345629,0.0,,,merged,127.0,4.0,Python,,0.0,1.0,NE-36,2,zauberzeug/nicegui,2272,1,0,0,0,1,0,1
NE-37,https://github.com/GaloyMoney/galoy-mobile/pull/2403,https://chat.openai.com/share/7c39121a-a5b0-46b8-b623-a95d78d71ef1,NE,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about android, no code snippets, file path or function Specificity (1): The questions are clear (why icons differ, how to upload a logo, what a background layer is), but there are no constraints or structured output requirements. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. It's a conceptual statement on the app icon in android appearing edge to edge in some devices and in some devices it has a white border",2,15.0,2.772588722,0.0,,,merged,59.0,1.0,XML,,0.0,0.0,NE-37,2,GaloyMoney/galoy-mobile,2403,1,0,0,0,1,0,1
NE-38,https://github.com/codecrafters-io/frontend/pull/1061,https://chat.openai.com/share/d668d64c-182e-4e9d-8e17-6517d91fc65e,NE,2.0,1.0,0.0,"Context was scored 2 because the prompt provides code snippets with actual functions and methods like additionalCheckoutSessionProperties which provides clear locus and concrete evidence. The developer asks why the name is wrong and what better options are, which is a clear goal, but does not define constraints or expected output format (1). Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",3,236.0,5.468060141,0.0,,,merged,145.0,5.0,JavaScript,,0.0,1.0,NE-38,3,codecrafters-io/frontend,1061,1,0,0,0,1,0,1
NE-39,https://github.com/Zekarant/Mangas-Fan-V8/pull/13,https://chat.openai.com/share/2f5541f0-f0cd-4fce-bbf7-b919d5b282c6,NE,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about the Symfony framework and listing symbols/constants like APP_SECRET. Specificity (1): The question clearly asks what the variable does and whether exposing it on GitHub poses security risks, but it does not specify constraints, expected output structure, or reasoning requirements. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",2,21913.0,9.994880981,0.0,,,merged,3.0,7.0,JSON,,0.0,1.0,NE-39,2,Zekarant/Mangas-Fan-V8,13,1,0,0,0,1,0,1
NE-40,https://github.com/wavlake/catalog/pull/404,https://chatgpt.com/share/58562633-8742-4748-8f6d-290338880f5f,NE,2.0,1.0,0.0,"Context was scored 2 because the prompt provides typescript code snippets with various functions e.g subscribeMany, querySync pool.get. This provides clear locus and concrete evidence. Score 1 because while the user asks for differences and explanations, the request lacks explicit constraints, output format, or reasoning instructions. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",3,,,0.0,,,,,,,,,,NE-40,3,wavlake/catalog,404,0,0,0,0,0,0,0
NE-41,https://github.com/GaloyMoney/galoy-mobile/pull/2361,https://chat.openai.com/share/24eacd69-b0f3-42c0-905d-77e9559b477b,NE,0.0,1.0,0.0,"Context was scored 0 because the prompt asks a general question inquiring about whether it's best practice to open up review window incase user is enjoying the app, no framework, language, function names, file path mentioned or provided. Specificity (1): The goal is clear—understand whether it is common practice to trigger review windows, whether a second prompt is needed, and whether skipping it is harmful—but there are no constraints or structured output expectations. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. It's a conceptual query on whether it's common practice to open up a review window if users say yes when asked if they're enjoying the app",1,483.0,6.182084907,0.0,,,merged,0.0,33.0,TypeScript,,0.0,0.0,NE-41,1,GaloyMoney/galoy-mobile,2361,1,0,0,0,1,0,1
NE-42,https://github.com/dswcodes0/StatChat/pull/30,https://chat.openai.com/share/64952937-bd11-49ad-bab5-22074a49b488,NE,0.0,0.0,0.0,"Context was scored 0 because the prompt asks a general question inquiring about magic numbers. The prompt also lacks a defined goal, transformation request, or actionable task for the model, so Specificity = 0. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. It's a conceptual query on what a magic number is in programming.",0,46.0,3.850147602,0.0,,,merged,0.0,1.0,JavaScript,,0.0,0.0,NE-42,0,dswcodes0/StatChat,30,1,0,0,0,1,0,1
NE-43,https://github.com/40LF0/couple_project_backend/pull/13,https://chat.openai.com/share/1d1b07f3-3908-46fa-801e-946a0fc5b48c,NE,2.0,1.0,0.0,"Context was scored 2 because the prompt provides java code snippets with classes like Term and enumerations. This provides clear locus and concrete evidence. Specificity (1): The goal—asking for better naming for the enum and its values—is clear but lacks constraints, structured format requirements, or reasoning instructions. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. It's a conceptual query on whether there's a better name for enum than Optional",3,283.0,5.648974238,0.0,,,merged,1.0,3.0,Java,,0.0,1.0,NE-43,3,40LF0/couple_project_backend,13,1,0,0,0,1,0,1
